program_id,claim_type,claim_question,atom_id,evidence_span,proposed_direction,evidence_available,current_source_links,needed_primary_sources,source_type,primary_source_link,observed_vs_inferred,evidence_tier,direction,likelihood_ratio,limitations,extraction_review_status,review_status,reviewer,review_date
parsaclisib_fl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,parsaclisib_fl:ther:1,seed cited colitis/safety issues but web review here did not find sufficient primary support.,refuting,PRE-DECISION CANDIDATE: PI3K-delta class toxicity concern; seed cited colitis/safety issues but web review here did not find sufficient primary support. Needs manual verification.,REVIEW REQUIRED - primary source not found in this pass,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
parsaclisib_fl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,parsaclisib_fl:ther:2,Needs manual verification.,neutral,PRE-DECISION CANDIDATE: PI3K-delta class toxicity concern; seed cited colitis/safety issues but web review here did not find sufficient primary support. Needs manual verification.,REVIEW REQUIRED - primary source not found in this pass,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
venetoclax_cll_17p,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,venetoclax_cll_17p:ther:0,PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax;,neutral,PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax; dose ramp-up/TLS management enabled active exposure. Single-arm trial showed high ORR in 17p-deleted CLL before approval.,https://en.wikipedia.org/wiki/Venetoclax,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
venetoclax_cll_17p,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,venetoclax_cll_17p:ther:1,dose ramp-up/TLS management enabled active exposure.,neutral,PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax; dose ramp-up/TLS management enabled active exposure. Single-arm trial showed high ORR in 17p-deleted CLL before approval.,https://en.wikipedia.org/wiki/Venetoclax,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
venetoclax_cll_17p,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,venetoclax_cll_17p:ther:2,Single-arm trial showed high ORR in 17p-deleted CLL before approval.,neutral,PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax; dose ramp-up/TLS management enabled active exposure. Single-arm trial showed high ORR in 17p-deleted CLL before approval.,https://en.wikipedia.org/wiki/Venetoclax,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
alpelisib_solar1,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,alpelisib_solar1:ther:0,PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea;,neutral,PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea; SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity. Need label discontinuation/dose-reduction extraction.,https://en.wikipedia.org/wiki/Alpelisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
alpelisib_solar1,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,alpelisib_solar1:ther:1,SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity.,refuting,PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea; SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity. Need label discontinuation/dose-reduction extraction.,https://en.wikipedia.org/wiki/Alpelisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
alpelisib_solar1,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,alpelisib_solar1:ther:2,Need label discontinuation/dose-reduction extraction.,refuting,PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea; SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity. Need label discontinuation/dose-reduction extraction.,https://en.wikipedia.org/wiki/Alpelisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
inavolisib_inavo120,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,inavolisib_inavo120:ther:0,PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant;,neutral,"PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant; adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible. Need FDA label extraction.",https://en.wikipedia.org/wiki/Inavolisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
inavolisib_inavo120,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,inavolisib_inavo120:ther:1,"adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible.",refuting,"PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant; adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible. Need FDA label extraction.",https://en.wikipedia.org/wiki/Inavolisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
inavolisib_inavo120,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,inavolisib_inavo120:ther:2,Need FDA label extraction.,neutral,"PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant; adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible. Need FDA label extraction.",https://en.wikipedia.org/wiki/Inavolisib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
capivasertib_capitello291,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,capivasertib_capitello291:ther:0,PRE-DECISION CANDIDATE: CAPItello-291/NEJM and public label summaries show diarrhea/rash/hyperglycemia but approval indicates manageable product-level therapeutic window with intermittent dosing.,neutral,PRE-DECISION CANDIDATE: CAPItello-291/NEJM and public label summaries show diarrhea/rash/hyperglycemia but approval indicates manageable product-level therapeutic window with intermittent dosing. Need discontinuation/dose intensity extraction.,https://en.wikipedia.org/wiki/Capivasertib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
capivasertib_capitello291,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,capivasertib_capitello291:ther:1,Need discontinuation/dose intensity extraction.,refuting,PRE-DECISION CANDIDATE: CAPItello-291/NEJM and public label summaries show diarrhea/rash/hyperglycemia but approval indicates manageable product-level therapeutic window with intermittent dosing. Need discontinuation/dose intensity extraction.,https://en.wikipedia.org/wiki/Capivasertib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
osimertinib_t790m_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,osimertinib_t790m_nsclc:ther:0,PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs;,neutral,PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs; early clinical response and tolerability supported active exposure. Need approval review extraction.,https://en.wikipedia.org/wiki/Osimertinib; https://en.wikipedia.org/wiki/T790M,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
osimertinib_t790m_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,osimertinib_t790m_nsclc:ther:1,early clinical response and tolerability supported active exposure.,neutral,PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs; early clinical response and tolerability supported active exposure. Need approval review extraction.,https://en.wikipedia.org/wiki/Osimertinib; https://en.wikipedia.org/wiki/T790M,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
osimertinib_t790m_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,osimertinib_t790m_nsclc:ther:2,Need approval review extraction.,neutral,PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs; early clinical response and tolerability supported active exposure. Need approval review extraction.,https://en.wikipedia.org/wiki/Osimertinib; https://en.wikipedia.org/wiki/T790M,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
amivantamab_chrysalis,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,amivantamab_chrysalis:ther:0,PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months;,neutral,PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months; infusion/rash/paronychia risks but exposure judged feasible for approval. Need label discontinuation extraction.,https://en.wikipedia.org/wiki/Amivantamab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
amivantamab_chrysalis,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,amivantamab_chrysalis:ther:1,infusion/rash/paronychia risks but exposure judged feasible for approval.,neutral,PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months; infusion/rash/paronychia risks but exposure judged feasible for approval. Need label discontinuation extraction.,https://en.wikipedia.org/wiki/Amivantamab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
amivantamab_chrysalis,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,amivantamab_chrysalis:ther:2,Need label discontinuation extraction.,refuting,PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months; infusion/rash/paronychia risks but exposure judged feasible for approval. Need label discontinuation extraction.,https://en.wikipedia.org/wiki/Amivantamab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
sotorasib_codebreak100,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,sotorasib_codebreak100:ther:0,PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose;,refuting,PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose; product-level exposure feasible enough for accelerated approval. Need label/dose modification extraction.,https://en.wikipedia.org/wiki/Sotorasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
sotorasib_codebreak100,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,sotorasib_codebreak100:ther:1,product-level exposure feasible enough for accelerated approval.,neutral,PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose; product-level exposure feasible enough for accelerated approval. Need label/dose modification extraction.,https://en.wikipedia.org/wiki/Sotorasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
sotorasib_codebreak100,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,sotorasib_codebreak100:ther:2,Need label/dose modification extraction.,neutral,PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose; product-level exposure feasible enough for accelerated approval. Need label/dose modification extraction.,https://en.wikipedia.org/wiki/Sotorasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
adagrasib_kras_g12c_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,adagrasib_kras_g12c_nsclc:ther:0,PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring;,neutral,PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring; active exposure feasible for accelerated approval. Need label dose-reduction/discontinuation extraction.,https://en.wikipedia.org/wiki/Adagrasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
adagrasib_kras_g12c_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,adagrasib_kras_g12c_nsclc:ther:1,active exposure feasible for accelerated approval.,neutral,PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring; active exposure feasible for accelerated approval. Need label dose-reduction/discontinuation extraction.,https://en.wikipedia.org/wiki/Adagrasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
adagrasib_kras_g12c_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,adagrasib_kras_g12c_nsclc:ther:2,Need label dose-reduction/discontinuation extraction.,refuting,PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring; active exposure feasible for accelerated approval. Need label dose-reduction/discontinuation extraction.,https://en.wikipedia.org/wiki/Adagrasib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
trastuzumab_deruxtecan_her2_breast,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,trastuzumab_deruxtecan_her2_breast:ther:0,PRE-DECISION CANDIDATE: ADC showed strong clinical activity;,neutral,PRE-DECISION CANDIDATE: ADC showed strong clinical activity; ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions. Need pivotal trial safety table extraction.,https://en.wikipedia.org/wiki/Trastuzumab_deruxtecan,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
trastuzumab_deruxtecan_her2_breast,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,trastuzumab_deruxtecan_her2_breast:ther:1,ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions.,refuting,PRE-DECISION CANDIDATE: ADC showed strong clinical activity; ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions. Need pivotal trial safety table extraction.,https://en.wikipedia.org/wiki/Trastuzumab_deruxtecan,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
trastuzumab_deruxtecan_her2_breast,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,trastuzumab_deruxtecan_her2_breast:ther:2,Need pivotal trial safety table extraction.,neutral,PRE-DECISION CANDIDATE: ADC showed strong clinical activity; ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions. Need pivotal trial safety table extraction.,https://en.wikipedia.org/wiki/Trastuzumab_deruxtecan,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
enfortumab_vedotin_ev201,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,enfortumab_vedotin_ev201:ther:0,PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks;,neutral,PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks; active exposure judged feasible for accelerated approval. Need FDA label/review extraction.,https://en.wikipedia.org/wiki/Enfortumab_vedotin,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
enfortumab_vedotin_ev201,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,enfortumab_vedotin_ev201:ther:1,active exposure judged feasible for accelerated approval.,neutral,PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks; active exposure judged feasible for accelerated approval. Need FDA label/review extraction.,https://en.wikipedia.org/wiki/Enfortumab_vedotin,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
enfortumab_vedotin_ev201,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,enfortumab_vedotin_ev201:ther:2,Need FDA label/review extraction.,neutral,PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks; active exposure judged feasible for accelerated approval. Need FDA label/review extraction.,https://en.wikipedia.org/wiki/Enfortumab_vedotin,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
polatuzumab_vedotin_dlbcl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,polatuzumab_vedotin_dlbcl:ther:0,PRE-DECISION CANDIDATE: ADC plus bendamustine/rituximab showed clinical benefit with manageable cytopenia/neuropathy/infection risk;,neutral,PRE-DECISION CANDIDATE: ADC plus bendamustine/rituximab showed clinical benefit with manageable cytopenia/neuropathy/infection risk; exposure accepted for accelerated approval.,https://en.wikipedia.org/wiki/Polatuzumab_vedotin,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
polatuzumab_vedotin_dlbcl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,polatuzumab_vedotin_dlbcl:ther:1,exposure accepted for accelerated approval.,neutral,PRE-DECISION CANDIDATE: ADC plus bendamustine/rituximab showed clinical benefit with manageable cytopenia/neuropathy/infection risk; exposure accepted for accelerated approval.,https://en.wikipedia.org/wiki/Polatuzumab_vedotin,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
zanubrutinib_mcl_wm_cll,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zanubrutinib_mcl_wm_cll:ther:0,PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials;,neutral,PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials; active dose feasible for multiple approvals. Need indication-specific label extraction.,https://en.wikipedia.org/wiki/Zanubrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
zanubrutinib_mcl_wm_cll,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zanubrutinib_mcl_wm_cll:ther:1,active dose feasible for multiple approvals.,neutral,PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials; active dose feasible for multiple approvals. Need indication-specific label extraction.,https://en.wikipedia.org/wiki/Zanubrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
zanubrutinib_mcl_wm_cll,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zanubrutinib_mcl_wm_cll:ther:2,Need indication-specific label extraction.,neutral,PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials; active dose feasible for multiple approvals. Need indication-specific label extraction.,https://en.wikipedia.org/wiki/Zanubrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
acalabrutinib_mcl_cll,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,acalabrutinib_mcl_cll:ther:0,PRE-DECISION CANDIDATE: More selective BTK inhibitor with headache/diarrhea and bleeding/infection risks but generally manageable at active dose;,neutral,PRE-DECISION CANDIDATE: More selective BTK inhibitor with headache/diarrhea and bleeding/infection risks but generally manageable at active dose; approvals support held therapeutic window.,https://en.wikipedia.org/wiki/Acalabrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
acalabrutinib_mcl_cll,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,acalabrutinib_mcl_cll:ther:1,approvals support held therapeutic window.,neutral,PRE-DECISION CANDIDATE: More selective BTK inhibitor with headache/diarrhea and bleeding/infection risks but generally manageable at active dose; approvals support held therapeutic window.,https://en.wikipedia.org/wiki/Acalabrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
pirtobrutinib_mcl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,pirtobrutinib_mcl:ther:0,"PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising;",neutral,"PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising; active dose feasible for accelerated approval. Need BRUIN tables.",https://en.wikipedia.org/wiki/Pirtobrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
pirtobrutinib_mcl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,pirtobrutinib_mcl:ther:1,active dose feasible for accelerated approval.,neutral,"PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising; active dose feasible for accelerated approval. Need BRUIN tables.",https://en.wikipedia.org/wiki/Pirtobrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
pirtobrutinib_mcl,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,pirtobrutinib_mcl:ther:2,Need BRUIN tables.,neutral,"PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising; active dose feasible for accelerated approval. Need BRUIN tables.",https://en.wikipedia.org/wiki/Pirtobrutinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
zolbetuximab_spotlight_glow,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zolbetuximab_spotlight_glow:ther:0,PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy;,neutral,PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy; nausea/vomiting and infusion-related reactions common but product-level exposure feasible. Need label/pivotal safety extraction.,https://en.wikipedia.org/wiki/Zolbetuximab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
zolbetuximab_spotlight_glow,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zolbetuximab_spotlight_glow:ther:1,nausea/vomiting and infusion-related reactions common but product-level exposure feasible.,neutral,PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy; nausea/vomiting and infusion-related reactions common but product-level exposure feasible. Need label/pivotal safety extraction.,https://en.wikipedia.org/wiki/Zolbetuximab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
