deal_id,acquirer,bucket_name,bucket_type,candidate_target,candidate_ticker,candidate_public_status_at_snapshot,candidate_asset,therapeutic_area,indication,modality,stage_at_snapshot,estimated_market_cap_or_value_at_snapshot,source_url,source_published_date,data_as_of_date,why_plausible,why_available,why_affordable,rights_or_encumbrance_status,manual_review_status
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Immunovant,IMVT,public,Batoclimab anti-FcRn autoimmune,immunology,autoimmune_broad,anti_fcrn_biologic,phase3,~3000M,,2024-01-01,2024-01-01,FcRn autoimmune platform — adjacent autoimmune biology,No acquisition,VRTX could afford,No confirmed encumbrance,approved_stretch
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Renagade Therapeutics,RNAC,public,mRNA LNP in vivo gene editing kidney,immunology_nephrology,kidney_disease,mrna_lnp,preclinical,~800M,,2024-01-01,2024-01-01,In vivo gene editing kidney — platform adjacency,No acquisition,Affordable,No confirmed encumbrance,pending
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,stretch,Apellis Pharmaceuticals,APLS,public,Pegcetacoplan / C3 complement blocker,immunology_nephrology,C3G_PNH_IgAN_adjacent,complement_inhibitor,commercial,~4000M,,2024-01-01,2024-01-01,Complement platform with IgAN study — adjacent mechanism,No acquisition,VRTX could afford,Ophthalmology/commercial complexity,approved_stretch
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,stretch,Argenx,ARGX,public,Efgartigimod FcRn autoimmune,immunology,autoimmune_broad,anti_fcrn_biologic,commercial,~20000M,,2024-01-01,2024-01-01,FcRn autoimmune — too large and not IgAN-specific,No acquisition,Far too large for VRTX,No encumbrance; excluded by size,reject_too_large_or_not_acquirable
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,decoy,Novartis (Chinook assets),NVS,public,Iptacopan / Atrasentan IgAN pipeline,immunology_nephrology,IgA_nephropathy,small_molecule,phase3,~250000M,,2024-01-01,2024-01-01,Novartis owns IgAN pipeline post-Chinook — not acquirable,Not a target; too large,Far too large,Novartis is acquirer not target,reject_too_large_or_not_acquirable
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,core,Sensorion,SRNN.PA,public,SENS-401 / gene therapy hearing loss,rare_disease_hearing,sensorineural_hearing_loss,small_molecule_gene_therapy,phase2,~150M EUR,,2023-05-01,2023-05-01,Direct hearing-loss gene therapy competitor,No acquisition as of Aug 2023,Affordable for REGN,No confirmed encumbrance,approved_core
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,core,Akouos,AKUS,acquired_lilly_2022,AK-OTOF AAV gene therapy OTOF hearing,rare_disease_hearing,otoferlin_related_hearing_loss,aav_gene_therapy,phase1,acquired,,2023-05-01,2023-05-01,Direct OTOF AAV gene therapy — closest DB-OTO competitor,Acquired by Lilly Dec 2022 — INVALID for 2023 snapshots,N/A — already acquired,Lilly acquisition Dec 2022,reject_already_acquired
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,adjacent,Frequency Therapeutics,FREQ,public,FX-322 hearing regeneration,rare_disease_hearing,sensorineural_hearing_loss,small_molecule_progenitor,phase2,~50M,,2023-05-01,2023-05-01,Hearing regeneration — different mechanism but same organ/disease,Clinical failure context; very low cap,Affordable,No confirmed encumbrance; clinical failure risk,approved_adjacent
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,adjacent,Otonomy,OTIC,public,OTO-413 BDNF hearing,rare_disease_hearing,sensorineural_hearing_loss,biologic_bdnf,phase2,~100M,,2023-05-01,2023-05-01,Otology hearing drug — direct disease adjacency,Check viability/financial status in 2023,Affordable,Financial distress check required,needs_snapshot_check
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,MeiraGTx,MGTX,public,AAV gene therapy ophthalmic/hearing,rare_disease,rare_genetic_disease,aav_gene_therapy,phase2_3,~600M,,2023-05-01,2023-05-01,"AAV gene therapy platform — platform adjacency, not hearing-specific",No acquisition in 2023,Affordable,No confirmed encumbrance,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,REGENXBIO,RGNX,public,RGX-202 DMD / AAV platform,rare_disease,rare_genetic_disease,aav_gene_therapy,phase1_2,~800M,,2023-05-01,2023-05-01,AAV platform adjacent — not hearing-specific,No acquisition in 2023,Affordable,No confirmed encumbrance,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,Rocket Pharmaceuticals,RCKT,public,Gene therapy rare disease lentiviral/AAV,rare_disease,rare_genetic_disease,lentiviral_aav,phase2_3,~1200M,,2023-05-01,2023-05-01,Rare disease gene therapy platform — stretch hearing adjacency,No acquisition in 2023,Affordable,No confirmed encumbrance,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,Passage Bio,PASG,public,AAV gene therapy CNS,rare_disease,rare_cns_disease,aav_gene_therapy,phase1_2,~400M,,2023-05-01,2023-05-01,CNS/AAV platform — not inner-ear specific,No acquisition in 2023,Affordable,No confirmed encumbrance,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,Voyager Therapeutics,VYGR,public,AAV capsid engineering platform,rare_disease,rare_cns_disease,aav_capsid_platform,phase1,~500M,,2023-05-01,2023-05-01,AAV capsid platform — multiple partnerships encumber,No acquisition in 2023,Affordable,Multiple partnerships — check scope,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,Intellia Therapeutics,NTLA,public,CRISPR in vivo gene editing,rare_disease,rare_genetic_disease,crispr_gene_editing,phase1_2,~2000M,,2023-05-01,2023-05-01,Genetic medicine platform — stretch hearing adjacency,No acquisition,REGN could afford,No confirmed encumbrance,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,stretch,Beam Therapeutics,BEAM,public,Base editing genetic medicine,rare_disease,rare_genetic_disease,base_editing,phase1_2,~1500M,,2023-05-01,2023-05-01,Base editing platform — stretch hearing adjacency,No acquisition,Affordable,NTLA settlement context,approved_stretch
REGN_DECIBEL_20230809,REGN,REGN_DECIBEL_2023,decoy,Eli Lilly / Akouos,LLY,public,AK-OTOF hearing (now Lilly asset),rare_disease_hearing,otoferlin_related_hearing_loss,aav_gene_therapy,phase1,~300000M,,2023-05-01,2023-05-01,"Lilly owns Akouos — competitor, not target",Lilly too large; owns target,Far too large,Lilly owns closest OTOF competitor,reject_too_large_or_not_acquirable
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,core,Idera Pharmaceuticals,IDRA,public,Tilsotolimod TLR9 agonist melanoma,oncology_immunology,melanoma_solid_tumor,tlr9_agonist,phase3,~200M,,2022-01-01,2022-01-01,Direct TLR9 melanoma comparator to vidutolimod/CMP-001,No acquisition as of Mar 2022,Affordable for REGN,No confirmed encumbrance,approved_core
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,Dynavax Technologies,DVAX,public,SD-101 TLR9 agonist / HEPLISAV-B,oncology_immunology,melanoma_vaccine_adjacent,tlr9_agonist,phase2,~1200M,,2022-01-01,2022-01-01,TLR9 biology — vaccine/adjuvant orientation not pure IO,No acquisition in 2022,Affordable,No confirmed encumbrance,approved_adjacent
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,Agenus,AGEN,public,IO antibody platform checkpoint + adjuvants,oncology_immunology,solid_tumor_io,biologic_checkpoint,phase2_3,~500M,,2022-01-01,2022-01-01,IO platform with innate immune activation — adjacent to TLR9/CMP-001,No acquisition in 2022,Affordable,No confirmed encumbrance; seller willingness check,approved_adjacent
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,Xencor,XNCR,public,XmAb bispecifics / IL-2 variants,oncology_immunology,solid_tumor_autoimmune,bispecific_antibody,phase1_2,~1500M,,2022-01-01,2022-01-01,Bispecific platform adjacent to REGN's Dupixent/cemiplimab IO,No acquisition in 2022,REGN could afford,Multiple partnerships — check scope,approved_adjacent
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,CytomX Therapeutics,CTMX,public,Probody IO antibodies conditional activation,oncology_immunology,solid_tumor_io,probody_biologic,phase2,~300M,,2022-01-01,2022-01-01,Conditionally activated IO antibody platform — IO adjacency,No acquisition in 2022; BMS partnership context,Affordable,BMS Probody collaboration — partnership encumbrance,approved_adjacent
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,F-star Therapeutics,FSTX,public,Bispecific FS118 LAG-3/PD-L1,oncology_immunology,solid_tumor_io,bispecific_antibody,phase2,~200M,,2022-01-01,2022-01-01,Bispecific IO platform — REGN bispecific strategy adjacency,Check if invoX/Sino acquisition closed before Mar 2022,Affordable,invoX/Sino Biopharm acquisition — check exact closing date,needs_snapshot_check
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,Surface Oncology,SURF,public,SRF388 IL-27 / SRF617 CD39 IO,oncology_immunology,solid_tumor_io,biologic_checkpoint,phase1_2,~300M,,2022-01-01,2022-01-01,IO checkpoint adjacency — innate immune pathway,Check corporate transaction before Mar 2022,Affordable,Check corporate transaction status,needs_snapshot_check
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,adjacent,NextCure,NXTC,public,NC410 fibronectin domain immune regulator,oncology_immunology,solid_tumor_io,biologic_novel_checkpoint,phase2,~100M,,2022-01-01,2022-01-01,Novel checkpoint IO — innate immune adjacency,No acquisition in 2022,Affordable,No confirmed encumbrance,pending
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,stretch,Nektar Therapeutics,NKTR,public,NKTR-214 bempegaldesleukin IL-2 IO,oncology_immunology,solid_tumor_io,peg_il2_cytokine,phase3,~1500M,,2022-01-01,2022-01-01,IO cytokine asset — clinical failures context but IO strategy fit,Clinical failure history; depressed valuation,Affordable post-failures,BMS collaboration context,approved_stretch
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,stretch,Arcus Biosciences,RCUS,public,AB928 adenosine / zimberelimab IO combos,oncology_immunology,solid_tumor_io,small_molecule_biologic,phase2,~1000M,,2022-01-01,2022-01-01,IO combination platform — REGN strategy fit,No acquisition in 2022,REGN could afford,Gilead partnership makes REGN acquisition very unlikely,reject_rights_encumbered
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,stretch,Iovance Biotherapeutics,IOVA,public,TIL therapy Lifileucel melanoma,oncology_immunology,melanoma_solid_tumor,til_cell_therapy,phase3,~1500M,,2022-01-01,2022-01-01,TIL cell therapy melanoma — IO strategy adjacency,No acquisition in 2022,REGN could afford,Manufacturing complexity for TIL different from antibody/small molecule,approved_stretch
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,stretch,Werewolf Therapeutics,HOWL,public,INDUKINE conditionally activated cytokines,oncology_immunology,solid_tumor_io,conditionally_activated_cytokine,phase1,~300M,,2022-01-01,2022-01-01,Conditionally activated cytokines IO — stretch adjacency,No acquisition,Affordable,No confirmed encumbrance,pending
REGN_CHECKMATE_20220302,REGN,REGN_CHECKMATE_2022,decoy,Merck (Keytruda PD-1),MRK,public,Keytruda pembrolizumab,oncology_immunology,solid_tumor_io,anti_pd1,commercial,~200000M,,2022-01-01,2022-01-01,PD-1 market leader — too large; not acquirable,Too large for REGN,Far too large,Competitor not target,reject_too_large_or_not_acquirable
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,core,Autolus Therapeutics,AUTL,public,Obecabtagene AUTO3 / AUTO1 CAR-T,oncology_cell_therapy,B_cell_malignancies,car_t,phase2_3,~600M,,2024-01-01,2024-01-01,CAR-T cell therapy comparator — same modality,No acquisition in Jan 2024,Affordable for REGN,No confirmed encumbrance,approved_core
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,core,Allogene Therapeutics,ALLO,public,AlloCAR-T ALLO-501 allogeneic CAR-T,oncology_cell_therapy,B_cell_malignancies,allogeneic_car_t,phase2,~800M,,2024-01-01,2024-01-01,Allogeneic CAR-T platform — same off-the-shelf manufacturing thesis as 2seventy assets,No acquisition in Jan 2024,Affordable,No confirmed encumbrance,approved_core
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,core,Fate Therapeutics,FATE,public,iPSC-derived NK/CAR-NK platform,oncology_cell_therapy,hematologic_malignancies,ipsc_car_nk,phase1_2,~500M,,2024-01-01,2024-01-01,iPSC cell therapy platform — clinical setbacks but modality fit,Distressed valuation after setbacks,Affordable post-setbacks,Celgene/BMS oncology program context — check scope,approved_core
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,core,Cellectis,CLLS,public,UCART allogeneic gene-edited CAR-T,oncology_cell_therapy,hematologic_malignancies,allogeneic_gene_edited_car_t,phase1_2,~400M,,2024-01-01,2024-01-01,Gene-edited allogeneic CAR-T platform — direct 2seventy comparator,No acquisition in Jan 2024,Affordable,Servier/Pfizer licensing — check scope,approved_core
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,core,Caribou Biosciences,CRBU,public,CRISPR-edited allogeneic CAR-T CB-010,oncology_cell_therapy,B_cell_malignancies,crispr_allogeneic_car_t,phase1,~400M,,2024-01-01,2024-01-01,CRISPR-edited allogeneic CAR-T — direct comparator,No acquisition in Jan 2024,Affordable,No confirmed encumbrance,approved_core
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,adjacent,Adaptimmune Therapeutics,ADAP,public,ADP-A2AFP / PRAME TCR-T solid tumor,oncology_cell_therapy,solid_tumor_cell_therapy,tcr_t,phase2,~400M,,2024-01-01,2024-01-01,TCR-T solid tumor — adjacent cell therapy modality,No acquisition in Jan 2024,Affordable,No confirmed encumbrance,approved_adjacent
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,adjacent,Immatics,IMTX,public,IMA203 PRAME TCR-T platform,oncology_cell_therapy,solid_tumor_cell_therapy,tcr_t,phase2,~600M,,2024-01-01,2024-01-01,TCR platform solid tumor — adjacent to heme cell therapy,No acquisition,Affordable,No confirmed encumbrance,approved_adjacent
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,adjacent,Iovance Biotherapeutics,IOVA,public,Lifileucel TIL therapy melanoma,oncology_cell_therapy,melanoma_solid_tumor,til_cell_therapy,commercial,~2000M,,2024-01-01,2024-01-01,TIL cell therapy — adjacent manufacturing and IO strategy,No acquisition in Jan 2024,REGN could afford,Manufacturing complexity,approved_adjacent
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,adjacent,Nkarta,NKTX,public,NKX101 allogeneic NK cell therapy,oncology_cell_therapy,hematologic_malignancies,allogeneic_nk,phase1,~300M,,2024-01-01,2024-01-01,Allogeneic NK cell therapy — adjacent cell modality,No acquisition,Affordable,No confirmed encumbrance,approved_adjacent
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,adjacent,Precision BioSciences,DTIL,public,ARCUS gene-edited allogeneic CAR-T,oncology_cell_therapy,hematologic_malignancies,gene_edited_allogeneic_car_t,phase1,~200M,,2024-01-01,2024-01-01,Gene-edited allogeneic CAR-T — direct comparator,Restructuring context in 2024,Affordable; distressed,Financial restructuring — check viability,pending
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,stretch,TScan Therapeutics,TCRX,public,TCR-T discovery platform,oncology_cell_therapy,solid_tumor_cell_therapy,tcr_t_platform,phase1,~200M,,2024-01-01,2024-01-01,TCR-T discovery platform — stretch adjacent,No acquisition,Affordable,No confirmed encumbrance,approved_adjacent
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,decoy,Legend Biotech / J&J Carvykti,LEGN,public,Carvykti CAR-T myeloma,oncology_cell_therapy,multiple_myeloma,car_t_bcma,commercial,~7000M,,2024-01-01,2024-01-01,J&J/Carvykti partnership — not a clean acquisition target,J&J partnership makes acquisition complex,J&J-encumbered,J&J Carvykti rights — not acquirable cleanly,reject_rights_encumbered
REGN_2SEVENTY_20240101,REGN,REGN_2SEVENTY_2024,decoy,Arcellx,ACLX,public,CART-ddBCMA myeloma CAR-T,oncology_cell_therapy,multiple_myeloma,car_t_bcma,phase2,~2500M,,2024-01-01,2024-01-01,CAR-T myeloma comparator — Gilead/Kite partnership,No acquisition in Jan 2024,REGN could afford,Gilead/Kite relationship — encumbrance check,reject_rights_encumbered
