atom_id,program_id,claim_type,evidence_span,proposed_direction,likelihood_ratio,tier,source_type,source_id,observed_vs_inferred,population_match,rationale,extraction_review_status,review_status,extraction_source,extraction_date
trastuzumab_deruxtecan_her2_breast:ther:1,trastuzumab_deruxtecan_her2_breast,therapeutic_window,ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions.,refuting,1.0,low,,trastuzumab_deruxtecan_her2_breast:evidence,inferred,unknown,[EXTRACTED — REVIEW] ILD/pneumonitis boxed warning is serious but dose/monitoring strategy allowed approvals/expansions.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
trastuzumab_deruxtecan_her2_breast:ther:2,trastuzumab_deruxtecan_her2_breast,therapeutic_window,Need pivotal trial safety table extraction.,neutral,1.0,low,,trastuzumab_deruxtecan_her2_breast:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need pivotal trial safety table extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
enfortumab_vedotin_ev201:ther:0,enfortumab_vedotin_ev201,therapeutic_window,PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks;,neutral,1.0,low,,enfortumab_vedotin_ev201:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: EV-201 ORR about 44% with neuropathy/rash/hyperglycemia risks;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
enfortumab_vedotin_ev201:ther:1,enfortumab_vedotin_ev201,therapeutic_window,active exposure judged feasible for accelerated approval.,neutral,1.0,low,,enfortumab_vedotin_ev201:evidence,inferred,unknown,[EXTRACTED — REVIEW] active exposure judged feasible for accelerated approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
enfortumab_vedotin_ev201:ther:2,enfortumab_vedotin_ev201,therapeutic_window,Need FDA label/review extraction.,neutral,1.0,low,,enfortumab_vedotin_ev201:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need FDA label/review extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
polatuzumab_vedotin_dlbcl:ther:0,polatuzumab_vedotin_dlbcl,therapeutic_window,PRE-DECISION CANDIDATE: ADC plus bendamustine/rituximab showed clinical benefit with manageable cytopenia/neuropathy/infection risk;,neutral,1.0,low,,polatuzumab_vedotin_dlbcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: ADC plus bendamustine/rituximab showed clinical benefit with manageable cytopenia/neuropathy/infection risk;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
polatuzumab_vedotin_dlbcl:ther:1,polatuzumab_vedotin_dlbcl,therapeutic_window,exposure accepted for accelerated approval.,neutral,1.0,low,,polatuzumab_vedotin_dlbcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] exposure accepted for accelerated approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zanubrutinib_mcl_wm_cll:ther:0,zanubrutinib_mcl_wm_cll,therapeutic_window,PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials;,neutral,1.0,low,,zanubrutinib_mcl_wm_cll:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: BTK inhibitor designed/selectivity profile with manageable hematologic/infection/bleeding risks across trials;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zanubrutinib_mcl_wm_cll:ther:1,zanubrutinib_mcl_wm_cll,therapeutic_window,active dose feasible for multiple approvals.,neutral,1.0,low,,zanubrutinib_mcl_wm_cll:evidence,inferred,unknown,[EXTRACTED — REVIEW] active dose feasible for multiple approvals.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zanubrutinib_mcl_wm_cll:ther:2,zanubrutinib_mcl_wm_cll,therapeutic_window,Need indication-specific label extraction.,neutral,1.0,low,,zanubrutinib_mcl_wm_cll:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need indication-specific label extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
acalabrutinib_mcl_cll:ther:0,acalabrutinib_mcl_cll,therapeutic_window,PRE-DECISION CANDIDATE: More selective BTK inhibitor with headache/diarrhea and bleeding/infection risks but generally manageable at active dose;,neutral,1.0,low,,acalabrutinib_mcl_cll:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: More selective BTK inhibitor with headache/diarrhea and bleeding/infection risks but generally manageable at active dose;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
acalabrutinib_mcl_cll:ther:1,acalabrutinib_mcl_cll,therapeutic_window,approvals support held therapeutic window.,neutral,1.0,low,,acalabrutinib_mcl_cll:evidence,inferred,unknown,[EXTRACTED — REVIEW] approvals support held therapeutic window.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
pirtobrutinib_mcl:ther:0,pirtobrutinib_mcl,therapeutic_window,"PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising;",neutral,1.0,low,,pirtobrutinib_mcl:evidence,inferred,unknown,"[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Non-covalent BTK inhibitor with fatigue, musculoskeletal pain, diarrhea, edema, dyspnea, pneumonia, and bruising;",extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
pirtobrutinib_mcl:ther:1,pirtobrutinib_mcl,therapeutic_window,active dose feasible for accelerated approval.,neutral,1.0,low,,pirtobrutinib_mcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] active dose feasible for accelerated approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
pirtobrutinib_mcl:ther:2,pirtobrutinib_mcl,therapeutic_window,Need BRUIN tables.,neutral,1.0,low,,pirtobrutinib_mcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need BRUIN tables.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zolbetuximab_spotlight_glow:ther:0,zolbetuximab_spotlight_glow,therapeutic_window,PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy;,neutral,1.0,low,,zolbetuximab_spotlight_glow:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zolbetuximab_spotlight_glow:ther:1,zolbetuximab_spotlight_glow,therapeutic_window,nausea/vomiting and infusion-related reactions common but product-level exposure feasible.,neutral,1.0,low,,zolbetuximab_spotlight_glow:evidence,inferred,unknown,[EXTRACTED — REVIEW] nausea/vomiting and infusion-related reactions common but product-level exposure feasible.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
zolbetuximab_spotlight_glow:ther:2,zolbetuximab_spotlight_glow,therapeutic_window,Need label/pivotal safety extraction.,neutral,1.0,low,,zolbetuximab_spotlight_glow:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label/pivotal safety extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
ensartinib_exalt3:ther:0,ensartinib_exalt3,therapeutic_window,PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib;,neutral,1.0,low,,ensartinib_exalt3:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
ensartinib_exalt3:ther:1,ensartinib_exalt3,therapeutic_window,known ALK TKI safety but active dose feasible for approval.,neutral,1.0,low,,ensartinib_exalt3:evidence,inferred,unknown,[EXTRACTED — REVIEW] known ALK TKI safety but active dose feasible for approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
ensartinib_exalt3:ther:2,ensartinib_exalt3,therapeutic_window,Need label safety/dose modification extraction.,neutral,1.0,low,,ensartinib_exalt3:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label safety/dose modification extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
lorlatinib_alk_nsclc:ther:0,lorlatinib_alk_nsclc,therapeutic_window,PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring;,neutral,1.0,low,,lorlatinib_alk_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
lorlatinib_alk_nsclc:ther:1,lorlatinib_alk_nsclc,therapeutic_window,approved in ALK-positive NSCLC.,neutral,1.0,low,,lorlatinib_alk_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] approved in ALK-positive NSCLC.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
lorlatinib_alk_nsclc:ther:2,lorlatinib_alk_nsclc,therapeutic_window,Need FDA label extraction.,neutral,1.0,low,,lorlatinib_alk_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need FDA label extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
selpercatinib_ret:ther:0,selpercatinib_ret,therapeutic_window,PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks;,neutral,1.0,low,,selpercatinib_ret:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
selpercatinib_ret:ther:1,selpercatinib_ret,therapeutic_window,active dose feasible for tissue-specific approvals.,neutral,1.0,low,,selpercatinib_ret:evidence,inferred,unknown,[EXTRACTED — REVIEW] active dose feasible for tissue-specific approvals.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
selpercatinib_ret:ther:2,selpercatinib_ret,therapeutic_window,Need label extraction.,neutral,1.0,low,,selpercatinib_ret:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
tucatinib_her2climb:ther:0,tucatinib_her2climb,therapeutic_window,PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease;,neutral,1.0,low,,tucatinib_her2climb:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
tucatinib_her2climb:ther:1,tucatinib_her2climb,therapeutic_window,diarrhea/hepatotoxicity risks manageable in combination regimen.,refuting,1.0,low,,tucatinib_her2climb:evidence,inferred,unknown,[EXTRACTED — REVIEW] diarrhea/hepatotoxicity risks manageable in combination regimen.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
tucatinib_her2climb:ther:2,tucatinib_her2climb,therapeutic_window,Need label extraction.,neutral,1.0,low,,tucatinib_her2climb:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
